Game,Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,rating,ratings_count,metacritic,genres,platforms,Publisher_clean
PS3_LEGO The Hobbit,PS3,LEGO The Hobbit,Warner Bros. Interactive Entertainment,Traveller's Tales,0,470000,120000,280000,0,70000,08/04/2014,,3.41,465,70,"Family, Adventure, Action","PC, PlayStation 4, Xbox One, Nintendo 3DS, macOS, Xbox 360, PlayStation 3, PS Vita, Wii U",warner bros interactive entertainment
PS3_LEGO Marvel's Avengers,PS3,LEGO Marvel's Avengers,Warner Bros. Interactive Entertainment,Traveller's Tales,0,430000,130000,230000,0,70000,26/01/2016,,3.66,225,67,"Adventure, Action","PC, PlayStation 4, Xbox One, iOS, Nintendo 3DS, macOS, Xbox 360, PlayStation 3, PS Vita, Wii U",warner bros interactive entertainment
PS3_Lego Star Wars: The Force Awakens,PS3,Lego Star Wars: The Force Awakens,Warner Bros. Interactive Entertainment,TT Fusion,0,350000,70000,220000,0,50000,28/06/2016,,3.62,278,75,"Adventure, Action, Puzzle","PC, PlayStation 4, Xbox One, iOS, Android, Nintendo 3DS, macOS, Xbox 360, PlayStation 3, PS Vita, Wii U",warner bros interactive entertainment
PS3_Young Justice: Legacy,PS3,Young Justice: Legacy,Warner Bros. Interactive Entertainment,Freedom Factory Studios,0,100000,60000,10000,0,20000,19/11/2013,,2.75,8,,"Action, RPG","PC, Nintendo 3DS, PlayStation 3",warner bros interactive entertainment
PS3_Cars 3: Driven to Win,PS3,Cars 3: Driven to Win,Warner Bros. Interactive Entertainment,Avalanche Software,0,10000,10000,0,0,0,13/06/2017,,,,,,,warner bros interactive entertainment
PS3_Dying Light,PS3,Dying Light,Warner Bros. Interactive Entertainment,Techland,0,0,0,0,0,0,27/01/2015,,,,,,,warner bros interactive entertainment
PS3_Batman: Arkham Collection,PS3,Batman: Arkham Collection,Warner Bros. Interactive Entertainment,Unknown,0,0,0,0,0,0,22/11/2013,,,,,,,warner bros interactive entertainment
PS3_Batman: Arkham Origins Blackgate,PS3,Batman: Arkham Origins Blackgate,Warner Bros. Interactive Entertainment,Armature Studio,0,0,0,0,0,0,01/04/2014,,,,,,,warner bros interactive entertainment
PS3_Hot Wheels World's Best Driver,PS3,Hot Wheels World's Best Driver,Warner Bros. Interactive Entertainment,Firebrand Games,0,0,0,0,0,0,17/09/2013,,,,,,,warner bros interactive entertainment
PS3_Mad Max (2013),PS3,Mad Max (2013),Warner Bros. Interactive Entertainment,Avalanche Studios,0,0,0,0,0,0,01/09/2015,,,,,,,warner bros interactive entertainment
PS4_Batman: Arkham Knight,PS4,Batman: Arkham Knight,Warner Bros. Interactive,Rocksteady Studios,0,4110000.000000001,1650000,1680000,110000,660000,23/06/2015,04/01/2018,4.24,2653,81,Action,"PC, Xbox One, PlayStation 4, Nintendo Switch",warner bros interactive
PS4_Dying Light,PS4,Dying Light,Warner Bros. Interactive,Techland,0,2450000,1180000,740000,130000,400000,27/01/2015,04/05/2018,4.1,1389,74,"Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",warner bros interactive
PS4_Scribblenauts: Showdown,PS4,Scribblenauts: Showdown,Warner Bros. Interactive,Shiver Games,0,50000,40000,0,0,10000,06/03/2018,03/04/2018,3,13,,"Action, Puzzle","Xbox One, PlayStation 4, Nintendo Switch",warner bros interactive
PS3_Batman: Arkham City,PS3,Batman: Arkham City,Warner Bros. Interactive,Rocksteady Studios,0,5540000,2720000,1890000,110000,820000,18/10/2011,,4.41,2150,94,Action,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Xbox 360, PlayStation 3",warner bros interactive
PS3_Mortal Kombat,PS3,Mortal Kombat,Warner Bros. Interactive,NetherRealm Studios,0,1560000,1060000,310000,0,190000,19/04/2011,,,,,,,warner bros interactive
PS3_LEGO Harry Potter: Years 1-4,PS3,LEGO Harry Potter: Years 1-4,Warner Bros. Interactive,Traveller's Tales,0,1370000,550000,610000,0,210000,29/06/2010,,3.81,435,79,"Family, Platformer, Adventure, Action","PC, Android, Nintendo DS, macOS, Xbox 360, PlayStation 3, PS Vita, PSP, Wii",warner bros interactive
PS3_LEGO Batman: The Videogame,PS3,LEGO Batman: The Videogame,Warner Bros. Interactive,Traveller's Tales,0,1310000,720000,390000,0,190000,23/09/2008,,,,,,,warner bros interactive
PS3_LEGO Harry Potter: Years 5-7,PS3,LEGO Harry Potter: Years 5-7,Warner Bros. Interactive,Traveller's Tales,0,950000,360000,450000,0,150000,11/11/2011,,3.7,291,80,Action,"PC, Android, Nintendo 3DS, Nintendo DS, macOS, Xbox 360, PlayStation 3, PS Vita, PSP, Wii",warner bros interactive
PS3_The Lord of the Rings: War in the North,PS3,The Lord of the Rings: War in the North,Warner Bros. Interactive,Snowblind Studios,0,820000,250000,430000,10000,120000,01/11/2011,,,,,,,warner bros interactive
PS3_Terminator Salvation,PS3,Terminator Salvation,Warner Bros. Interactive,GRIN,0,530000,130000,290000,10000,100000,19/05/2009,,2.49,97,47,"Shooter, Action","PC, Xbox 360, PlayStation 3",warner bros interactive
PS3_F.E.A.R. 2: Project Origin,PS3,F.E.A.R. 2: Project Origin,Warner Bros. Interactive,Monolith Productions,0,470000,190000,200000,10000,80000,10/02/2009,,3.86,680,79,"Shooter, Action","PC, Xbox 360, PlayStation 3",warner bros interactive
PS3_F.E.A.R. 3,PS3,F.E.A.R. 3,Warner Bros. Interactive,Day 1 Studios,0,450000,210000,160000,10000,70000,21/06/2011,,3.35,651,74,"Shooter, Action","PC, Xbox 360, PlayStation 3",warner bros interactive
PS3_LEGO Rock Band,PS3,LEGO Rock Band,Warner Bros. Interactive,TT Games / Harmonix Music Systems,0,420000,240000,120000,0,60000,03/11/2009,,3.57,55,75,Arcade,"Nintendo DS, Xbox 360, PlayStation 3, Wii",warner bros interactive
PS3_Wanted: Weapons of Fate,PS3,Wanted: Weapons of Fate,Warner Bros. Interactive,GRIN,0,290000,140000,100000,10000,40000,24/03/2009,,3.28,104,62,"Shooter, Adventure, Action","PC, Xbox 360, PlayStation 3",warner bros interactive
PS3_Green Lantern: Rise of the Manhunters,PS3,Green Lantern: Rise of the Manhunters,Warner Bros. Interactive,Griptonite Games,0,170000,90000,50000,0,20000,07/06/2011,,2.25,8,54,"Arcade, Action","Nintendo 3DS, Nintendo DS, Xbox 360, PlayStation 3, Wii",warner bros interactive
PS3_The Lord of the Rings: Aragorn's Quest,PS3,The Lord of the Rings: Aragorn's Quest,Warner Bros. Interactive,TT Fusion,0,170000,100000,40000,0,20000,14/09/2010,,2.77,22,,"Arcade, Adventure, Action","Nintendo DS, PlayStation 3, PlayStation 2, PS Vita, PSP, Wii",warner bros interactive
PS3_Watchmen: The End is Nigh - The Complete Experience,PS3,Watchmen: The End is Nigh - The Complete Experience,Warner Bros. Interactive,Deadline Games,0,160000,80000,60000,0,20000,21/07/2009,,,,,,,warner bros interactive
PS3_Scene It? Bright Lights! Big Screen!,PS3,Scene It? Bright Lights! Big Screen!,Warner Bros. Interactive,Screenlife Games,0,130000,100000,10000,0,10000,17/11/2009,,,,,,,warner bros interactive
PS3_Happy Feet Two,PS3,Happy Feet Two,Warner Bros. Interactive,KMM Games,0,120000,100000,0,0,20000,08/11/2011,,,,,,,warner bros interactive
PS3_Where the Wild Things Are,PS3,Where the Wild Things Are,Warner Bros. Interactive,Amaze Entertainment,0,110000,90000,10000,0,10000,13/10/2009,,0,2,,Arcade,PlayStation 3,warner bros interactive
PS3_Legend of the Guardians: The Owls of Ga'Hoole,PS3,Legend of the Guardians: The Owls of Ga'Hoole,Warner Bros. Interactive,Krome Studios,0,90000,70000,10000,0,10000,14/09/2010,,,,,,,warner bros interactive
PS4_Wander,PS4,Wander,Wander MMO,Wander MMO,0,0,0,0,0,0,04/06/2015,,0,4,,"Massively Multiplayer, Adventure","PC, PlayStation 4",wander mmo
PS4_The Infectious Madness of Doctor Dekker,PS4,The Infectious Madness of Doctor Dekker,Wales Interactive Ltd.,D'Avekki Studios Limited,0,0,0,0,0,0,05/06/2018,04/06/2018,3.91,23,78,"Casual, Indie, Adventure, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",wales interactive
PS3_Master Reboot,PS3,Master Reboot,Wales Interactive Ltd.,Unknown,0,0,0,0,0,0,04/03/2014,,2.39,28,59,"Indie, Adventure, Action","PC, macOS, PlayStation 3, Wii U",wales interactive
PS4_Backgammon Blitz,PS4,Backgammon Blitz,VooFoo Studios,Unknown,0,0,0,0,0,0,15/04/2014,,2,7,,"Casual, Board Games","PC, PlayStation 4, iOS, PlayStation 3, PS Vita",voofoo studios
PS3_Backgammon Blitz,PS3,Backgammon Blitz,VooFoo Studios,Unknown,0,0,0,0,0,0,15/04/2014,,2,7,,"Casual, Board Games","PC, PlayStation 4, iOS, PlayStation 3, PS Vita",voofoo studios
PS3_LUFTRAUSERS,PS3,LUFTRAUSERS,Vlambeer,Unknown,0,0,0,0,0,0,01/01/2014,,3.58,215,80,"Indie, Arcade, Action, Simulation","PC, iOS, Android, macOS, Linux, PlayStation 3, PS Vita",vlambeer
PS3_F.E.A.R.,PS3,F.E.A.R.,Vivendi Games,Day 1 Studios,0,540000,180000,270000,0,90000,24/04/2007,,4.27,1024,88,"Shooter, Action","PC, Xbox 360, PlayStation 3",vivendi games
PS3_The Legend of Spyro: Dawn of the Dragon,PS3,The Legend of Spyro: Dawn of the Dragon,Vivendi Games,Etranges Libellules,0,440000,190000,190000,0,70000,21/10/2008,,3.5,38,64,"Platformer, Adventure, Action","Xbox 360, PlayStation 3, PlayStation 2, Wii",vivendi games
PS4_Blackwood Crossing,PS4,Blackwood Crossing,Vision Games,PaperSeven,0,0,0,0,0,0,04/04/2017,22/05/2018,3.43,27,70,"Indie, Adventure","PC, Xbox One, PlayStation 4",vision games
PS4_Yoku's Island Express,PS4,Yoku's Island Express,Villa Gorilla,Villa Gorilla,0,10000,10000,0,0,0,19/06/2018,31/03/2019,4.15,213,,"Indie, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch",villa gorilla
PS3_Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,Views,Unknown,0,10000,0,0,10000,0,20/02/2014,,0,0,,"Arcade, Fighting","PC, PlayStation 3",views
"PS4_Cook, Serve, Delicious! 2!!",PS4,"Cook, Serve, Delicious! 2!!",Vertigo Gaming Inc.,Vertigo Gaming Inc.,0,0,0,0,0,0,18/12/2018,04/04/2019,3.48,105,74,"Strategy, Indie, Action, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",vertigo gaming
"PS4_Cook, Serve, Delicious! 3?!",PS4,"Cook, Serve, Delicious! 3?!",Vertigo Gaming Inc.,Vertigo Gaming Inc.,0,0,0,0,0,0,14/10/2020,10/08/2019,3.48,31,,"Strategy, Indie, Action, Simulation","PC, Xbox One, PlayStation 4",vertigo gaming
PS4_The Banner Saga,PS4,The Banner Saga,Versus Evil,Stoic Studio,0,0,0,0,0,0,12/01/2016,,4.09,735,81,"Strategy, Indie, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",versus evil
PS4_The Banner Saga 2,PS4,The Banner Saga 2,Versus Evil,Stoic Studio,0,0,0,0,0,0,26/07/2016,,4.2,347,82,"Strategy, Indie, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS",versus evil
PS4_Toren,PS4,Toren,Versus Evil,Swordtales,0,0,0,0,0,0,01/01/2016,,2.79,40,57,"Indie, Adventure","PC, PlayStation 4, macOS",versus evil
PS4_Afro Samurai 2,PS4,Afro Samurai 2,Versus Evil,Redacted Studios,0,0,0,0,0,0,01/10/2015,,,,,,,versus evil
PS4_At Sundown: Shots in the Dark,PS4,At Sundown: Shots in the Dark,Versus Evil,Mild Beast Games,0,0,0,0,0,0,22/01/2019,20/01/2019,,,,,,versus evil
PS4_Armikrog,PS4,Armikrog,Versus Evil,Pencil Test Studios,0,0,0,0,0,0,23/08/2016,,3.12,72,57,"Indie, Adventure, Puzzle","PC, Xbox One, PlayStation 4, macOS, Linux, Wii U",versus evil
PS4_Shakedown Hawaii,PS4,Shakedown Hawaii,Vblank Entertainment Inc.,Vblank Entertainment Inc.,0,0,0,0,0,0,07/05/2019,19/05/2019,,,,,,vblank entertainment
PS3_Retro City Rampage,PS3,Retro City Rampage,Vblank Entertainment Inc.,Unknown,0,0,0,0,0,0,09/10/2012,,3.62,24,,Arcade,"PC, PlayStation 3, PS Vita, Wii",vblank entertainment
PS3_Team Fortress 2,PS3,Team Fortress 2,Valve Corporation,Valve Corporation,0,0,0,0,0,0,11/12/2007,,,,,,,valve
PS3_Portal 2,PS3,Portal 2,Valve,Valve Software,0,1710000,830000,620000,20000,240000,19/04/2011,,4.58,5981,95,"Shooter, Puzzle","PC, Xbox One, macOS, Linux, Xbox 360, PlayStation 3",valve
PS3_Ski-Doo Snowmobile Challenge,PS3,Ski-Doo Snowmobile Challenge,Valcon Games,ColdWood Interactive,0,100000,100000,0,0,10000,06/03/2009,,0,0,,,"PlayStation 3, Wii",valcon games
PS5_Shadow of Conspiracy: Section 2,PS5,Shadow of Conspiracy: Section 2,Unknown,Elysium Game Studio,0,0,0,0,0,0,,27/08/2021,,,,,,playway
PS5_SacriFire,PS5,SacriFire,Unknown,Pixelated Milk,0,0,0,0,0,0,,14/06/2021,,,,,,playway
PS5_Purpose 1951,PS5,Purpose 1951,Unknown,Tonguç Bodur,0,0,0,0,0,0,,13/11/2024,,,,,,playway
"PS5_Warhammer 40,000: Rogue Trader",PS5,"Warhammer 40,000: Rogue Trader",Unknown,Owlcat Games,0,0,0,0,0,0,,04/10/2023,,,,,,playway
PS5_Punch Club 2: Fast Forward,PS5,Punch Club 2: Fast Forward,Unknown,Lazy Bear Games,0,0,0,0,0,0,,18/08/2023,,,,,,playway
PS5_Shantae Advance: Risky Revolution,PS5,Shantae Advance: Risky Revolution,Unknown,WayForward,0,0,0,0,0,0,,22/08/2025,,,,,,playway
PS5_WWE 2K25,PS5,WWE 2K25,Unknown,Visual Concepts,0,0,0,0,0,0,,31/07/2025,,,,,,playway
"PS5_Warhammer 40,000: Chaos Gate – Daemonhunters",PS5,"Warhammer 40,000: Chaos Gate – Daemonhunters",Unknown,Complex Games,0,0,0,0,0,0,,17/01/2024,,,,,,playway
PS5_Saints Row (2022),PS5,Saints Row (2022),Unknown,Volition,0,0,0,0,0,0,,27/08/2021,2.2,108,,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS5_Sable,PS5,Sable,Unknown,Shedworks,0,0,0,0,0,0,,31/12/2022,3.48,155,74,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, macOS",playway
"PS5_Warhammer 40,000: Boltgun",PS5,"Warhammer 40,000: Boltgun",Unknown,Auroch Digital,0,0,0,0,0,0,,22/06/2023,3.47,74,,"Indie, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS5_Pumpkin Jack,PS5,Pumpkin Jack,Unknown,Nicolas Meyssonnier,0,0,0,0,0,0,,11/10/2021,3.68,55,76,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS5_Sakura Alien,PS5,Sakura Alien,Unknown,Winged Cloud,0,0,0,0,0,0,,29/01/2024,,,,,,playway
PS5_Shantae,PS5,Shantae,Unknown,WayForward,0,0,0,0,0,0,,15/06/2021,,,,,,playway
PS5_Sakura MMO,PS5,Sakura MMO,Unknown,Winged Cloud,0,0,0,0,0,0,,29/01/2024,,,,,,playway
PS5_Sakura MMO 2,PS5,Sakura MMO 2,Unknown,Winged Cloud,0,0,0,0,0,0,,29/01/2024,,,,,,playway
PS5_Shadows of Doubt,PS5,Shadows of Doubt,Unknown,ColePowered Games,0,0,0,0,0,0,,15/08/2024,,,,,,playway
PS5_Sakura MMO 3,PS5,Sakura MMO 3,Unknown,Winged Cloud,0,0,0,0,0,0,,29/01/2024,,,,,,playway
PS5_Sakura Succubus 3,PS5,Sakura Succubus 3,Unknown,Winged Cloud,0,0,0,0,0,0,,29/01/2024,,,,,,playway
PS5_SaGa Emerald Beyond,PS5,SaGa Emerald Beyond,Unknown,Square Enix,0,0,0,0,0,0,,14/09/2023,,,,,,playway
PS5_Shantae and the Pirate's Curse,PS5,Shantae and the Pirate's Curse,Unknown,WayForward,0,0,0,0,0,0,,15/06/2021,,,,,,playway
PS5_XDefiant,PS5,XDefiant,Unknown,Ubisoft,0,0,0,0,0,0,,23/06/2024,3.52,24,,Shooter,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS5_Rugrats: Adventures in Gameland,PS5,Rugrats: Adventures in Gameland,Unknown,The MIX Games,0,0,0,0,0,0,,05/02/2024,0,2,,"Indie, Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS5_Rumbleverse,PS5,Rumbleverse,Unknown,Iron Galaxy,0,0,0,0,0,0,,12/09/2022,,,,,,playway
PS5_Warhammer Age of Sigmar: Realms of Ruin,PS5,Warhammer Age of Sigmar: Realms of Ruin,Unknown,Frontier Developments,0,0,0,0,0,0,,17/11/2023,,,,,,playway
PS5_X-Out Resurfaced,PS5,X-Out Resurfaced,Unknown,Rainbow Arts,0,0,0,0,0,0,,11/11/2024,,,,,,playway
PS5_Shantae and the Seven Sirens,PS5,Shantae and the Seven Sirens,Unknown,WayForward,0,0,0,0,0,0,,15/06/2021,,,,,,playway
PS5_SBK 22,PS5,SBK 22,Unknown,Milestone S.r.l.,0,0,0,0,0,0,,11/12/2022,0,0,,"Racing, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
"PS5_Warhammer 40,000: Space Marine 2",PS5,"Warhammer 40,000: Space Marine 2",Unknown,Saber Interactive,0,0,0,0,0,0,,10/12/2021,,,,,,playway
PS5_Ys X: Nordics,PS5,Ys X: Nordics,Unknown,Nihon Falcom Corporation,0,0,0,0,0,0,,24/04/2024,0,3,,"Adventure, Action, RPG","PC, PlayStation 5, PlayStation 4, Nintendo Switch",playway
PS5_SCHiM,PS5,SCHiM,Unknown,Ewoud van der Werf,0,0,0,0,0,0,,14/06/2024,0,2,,"Adventure, Action, Puzzle, Casual, Indie","PC, PlayStation 5, PlayStation 4, macOS, Linux",playway
PS5_SEASON: A letter to the future,PS5,SEASON: A letter to the future,Unknown,Scavengers Studio,0,0,0,0,0,0,,26/01/2023,3.64,23,,"Casual, Indie, Adventure","PC, PlayStation 5",playway
PS5_REANIMAL,PS5,REANIMAL,Unknown,Tarsier Studios,0,0,0,0,0,0,,21/08/2024,,,,,,playway
PS5_RAIDOU Remastered: The Mystery of the Soulless Army,PS5,RAIDOU Remastered: The Mystery of the Soulless Army,Unknown,Atlus,0,0,0,0,0,0,,02/04/2025,0,1,,"Action, RPG","PC, PlayStation 5, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS5_SMITE 2,PS5,SMITE 2,Unknown,Titan Forge Games,0,0,0,0,0,0,,13/01/2024,,,,,,playway
PS5_STARSEEKER: Astroneer Expeditions,PS5,STARSEEKER: Astroneer Expeditions,Unknown,System Era Softworks,0,0,0,0,0,0,,03/04/2025,,,,,,playway
PS5_Puzzle Bobble 3D: Vacation Odyssey,PS5,Puzzle Bobble 3D: Vacation Odyssey,Unknown,Survios,0,0,0,0,0,0,,06/04/2022,,,,,,playway
PS5_Sakura Succubus 4,PS5,Sakura Succubus 4,Unknown,Winged Cloud,0,0,0,0,0,0,,29/01/2024,0,3,,Simulation,"PC, PlayStation 5, PlayStation 4, Nintendo Switch, Linux",playway
PS5_Sakura Succubus 5,PS5,Sakura Succubus 5,Unknown,Winged Cloud,0,0,0,0,0,0,,29/01/2024,,,,,,playway
PS5_Prince of Persia: The Lost Crown,PS5,Prince of Persia: The Lost Crown,Unknown,Ubisoft Montpellier,0,0,0,0,0,0,,08/06/2023,3.97,111,,"Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS5_PowerWash Simulator 2,PS5,PowerWash Simulator 2,Unknown,FuturLab,0,0,0,0,0,0,,03/04/2025,,,,,,playway
PS5_Ys Memoire: The Oath in Felghana,PS5,Ys Memoire: The Oath in Felghana,Unknown,Nihon Falcom Corporation,0,0,0,0,0,0,,05/12/2024,,,,,,playway
PS5_Sclash,PS5,Sclash,Unknown,Bevel bakery,0,0,0,0,0,0,,25/08/2023,,,,,,playway
PS5_Yooka-Replaylee,PS5,Yooka-Replaylee,Unknown,Playtonic Games,0,0,0,0,0,0,,03/04/2025,,,,,,playway
PS5_Yars Rising,PS5,Yars Rising,Unknown,WayForward,0,0,0,0,0,0,,15/08/2024,,,,,,playway
PS5_Wanderstop,PS5,Wanderstop,Unknown,Ivy Road,0,0,0,0,0,0,,07/03/2025,,,,,,playway
PS5_Sea of Stars,PS5,Sea of Stars,Unknown,Sabotage Studio,0,0,0,0,0,0,,10/04/2023,4.3,120,90,RPG,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS5_Selfloss,PS5,Selfloss,Unknown,Goodwin Games,0,0,0,0,0,0,,03/08/2024,0,4,,"Indie, Adventure, RPG","PC, PlayStation 5, Xbox Series S/X, Nintendo Switch, macOS",playway
PS5_Yohane the Parhelion: Blaze in the Deepblue,PS5,Yohane the Parhelion: Blaze in the Deepblue,Unknown,Inti Creates,0,0,0,0,0,0,,26/06/2023,,,,,,playway
PS5_Session: Skate Sim,PS5,Session: Skate Sim,Unknown,Crea-ture Studios,0,0,0,0,0,0,,03/07/2022,0,4,,Simulation,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS5_Plumbers Don’t Wear Ties,PS5,Plumbers Don’t Wear Ties,Unknown,Kirin Entertainment,0,0,0,0,0,0,,15/06/2021,,,,,,playway
PS5_Scars Above,PS5,Scars Above,Unknown,Mad Head Games,0,0,0,0,0,0,,09/12/2022,3.04,22,,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS5_Shadow Labyrinth,PS5,Shadow Labyrinth,Unknown,Bandai Namco Studios,0,0,0,0,0,0,,02/04/2025,,,,,,playway
PS5_Sakura Swim Club,PS5,Sakura Swim Club,Unknown,Winged Cloud,0,0,0,0,0,0,,29/01/2024,,,,,,playway
PS5_Promenade,PS5,Promenade,Unknown,Holy Cap,0,0,0,0,0,0,,11/02/2024,0,0,,"Indie, Platformer, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS5_Samurai Maiden,PS5,Samurai Maiden,Unknown,SHADE Inc.,0,0,0,0,0,0,,12/12/2022,,,,,,playway
PS5_Prodeus,PS5,Prodeus,Unknown,Bounding Box Games LLC,0,0,0,0,0,0,,10/10/2022,3.92,112,80,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",playway
PS5_Sand Land,PS5,Sand Land,Unknown,"ILCA, Inc.",0,0,0,0,0,0,,08/06/2023,3.38,7,,"Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS5_Planet of Lana,PS5,Planet of Lana,Unknown,Wishfully Studios,0,0,0,0,0,0,,16/03/2024,,,,,,playway
PS5_War Hospital,PS5,War Hospital,Unknown,Brave Lamb Studio,0,0,0,0,0,0,,10/04/2023,,,,,,playway
PS5_Scar-Lead Salvation,PS5,Scar-Lead Salvation,Unknown,Compile Heart,0,0,0,0,0,0,,08/06/2025,,,,,,playway
